f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp
Raschid,Rizk,F,816,763-6277,GALLATIN,MO,64640,S,Y,75000,6.0,2100,0,1200
Samer,Peres,M,636,697-7224,HIGH HILL,MO,63350,M,N,95000,6.0,0,4200,0
Kosmas,Bongiovanni,F,615,453-9226,SHADY VALLEY,TN,37688,M,Y,45000,0.0,0,0,0
Nobumitsu,Hirshfeld,M,478,756-8557,THE ROCK,GA,30285,S,Y,40000,6.0,2700,0,3000
Sonal,Pien,M,763,991-8872,SAINT PAUL,MN,55188,S,N,25000,5.5895944,3300,0,0
Dharini,Schmidmaier,F,504,454-3459,BIENVILLE,LA,71008,S,N,60000,6.0,4500,0,0
Jouko,Vicolov,M,304,122-4226,FOSTER,WV,25081,S,N,90000,6.5,2000,0,0
Gajendra,Alfonsin,F,307,218-9077,SAINT STEPHENS,WY,82524,S,N,65000,0.0,0,0,0
Subhash,Pileggi,F,785,655-9327,MACKSVILLE,KS,67557,S,N,65000,6.45,2250,0,0
Gregoire,Arlazarov,F,808,223-5189,KEAUHOU,HI,96739,M,N,5000,1.9407895,0,2080,0
Eckart,Baudino,M,763,776-5015,MANKATO,MN,56002,S,Y,60000,7.4572573,3300,0,3300
Schy,Getto,F,256,342-5478,BESSEMER,AL,35023,M,N,15000,5.0,1500,0,300
Fridtjof,Pletch,F,320,122-8235,PERLEY,MN,56574,S,Y,50000,6.9236393,3300,0,3300
Aurora,Tokunaga,M,832,986-2348,HOUSTON,TX,77285,M,N,60000,0.0,0,0,0
Arkadi,Cornard,M,425,803-8390,EASTSOUND,WA,98245,M,Y,75000,0.0,0,0,0
Roar,Whitley,F,551,359-4567,SECAUCUS,NJ,7096,S,Y,20000,1.4,1000,0,1500
Sosuke,Reisfelder,F,401,867-9025,FORESTDALE,RI,2824,M,Y,75000,0.0,0,0,0
Myong,Salowe,F,302,336-1812,CLAYMONT,DE,19703,M,Y,40000,4.586364,0,220,110
Kalle,Oogane,M,605,727-8428,FAIRFAX,SD,57335,M,Y,20000,0.0,0,0,0
Hodong,Swanberg,M,347,810-7636,FLUSHING,NY,11358,M,Y,75000,4.3881097,0,0,1000
Falko,Psaltis,F,843,971-6599,ESTILL,SC,29918,M,N,15000,7.0,0,6600,0
Icel,Engbersen,F,907,909-3699,ATKA,AK,99547,S,N,95000,0.0,0,0,0
Ulrike,Sylor,M,787,286-7226,ROOSEVELT ROADS,PR,742,S,Y,30000,0.0,0,0,0
Paola,Berglund,M,225,996-4450,WINNSBORO,LA,71295,S,Y,50000,6.0,4500,0,1000
Jacopo,Prata,M,317,408-4079,CLIFFORD,IN,47226,M,N,5000,3.4,0,2000,0
Ganrav,Stack,M,410,508-5882,EDEN,MD,21822,S,N,40000,4.75,2400,0,0
Meilir,Ungar,F,434,431-9059,BLUEFIELD,VA,24605,S,N,15000,5.214286,900,0,0
Magatho,Brodner,F,561,669-7474,PORT CHARLOTTE,FL,33949,S,Y,60000,0.0,0,0,0
Rildo,Baumert,F,406,344-5643,WISDOM,MT,59761,S,Y,30000,6.9,1900,0,1900
Oddvar,Schijf,M,802,787-7228,GRANVILLE,VT,5747,M,N,85000,4.69624,0,6600,0
Suhir,Linares,F,720,957-2314,SEDGWICK,CO,80749,S,N,60000,4.63,0,0,0
Sherman,Rouchaleau,M,425,876-4877,UNIVERSITY PLACE,WA,98467,M,N,25000,0.0,0,0,0
Naren,Popien,M,618,983-3283,BELLEVILLE,IL,62222,S,Y,95000,3.0,2000,0,2000
Myron,Priol,M,567,874-5798,GRAND RAPIDS,OH,43522,M,N,75000,3.0356412,0,2600,0
Feniosky,Chitson,F,802,720-2569,BEECHER FALLS,VT,5902,M,Y,60000,4.1988535,0,6600,3300
Gertrud,Duske,M,505,737-2381,TYRONE,NM,88065,S,N,15000,4.957143,3300,0,0
Samuel,Zodik,M,607,981-1970,BLOOMING GROVE,NY,10914,M,Y,10000,4.011585,0,0,1000
Vahid,Reith,M,970,262-1732,AGUILAR,CO,81020,S,Y,10000,4.63,0,0,0
Clovis,Sanada,M,920,930-4531,MILWAUKEE,WI,53234,S,Y,85000,5.9232907,700,0,400
Motoshi,Qureshi,M,662,897-5408,MOSS,MS,39460,M,N,100000,5.0,0,12000,0
Faruk,Prinz,M,405,221-9237,BOKCHITO,OK,74726,M,Y,90000,6.25,0,2000,1000
Tarak,Stanculescu,M,479,442-8381,LITTLE ROCK,AR,72215,S,Y,20000,4.9682083,20,0,20
Yevgeniy,Junnemann,F,505,593-4168,CANJILON,NM,87515,S,N,45000,5.3,3300,0,0
Darwin,Lazaro,M,907,219-4273,ANCHORAGE,AK,99507,S,N,60000,0.0,0,0,0
Kripasindhu,Vaananen,M,662,661-7024,SHUQUALAK,MS,39361,M,Y,30000,5.0,0,12000,1500
Wagish,Schnoebelen,F,423,648-9627,MOUNTAIN HOME,TN,37684,S,Y,50000,0.0,0,0,0
Christelle,Giggi,F,623,718-5716,SELIGMAN,AZ,86337,M,N,50000,3.49,0,4200,0
Gladys,Losch,M,516,961-1453,LEWISTON,NY,14092,S,N,95000,4.5039635,0,0,0
Yinan,Philcox,F,208,978-9011,CARMEN,ID,83462,M,Y,100000,7.8,0,6600,3300
Eddi,Billington,F,907,203-6192,KIPNUK,AK,99614,S,Y,5000,0.0,0,0,0
Lurdes,Faustini,M,308,805-9438,OMAHA,NE,68118,M,N,25000,6.5736103,0,206,0
Clelia,Stemann,F,303,955-5316,TOPONAS,CO,80479,S,N,15000,4.63,0,0,0
Thyagarajan,Steihaug,F,623,731-1031,CLARKDALE,AZ,86324,S,Y,55000,3.5674999,2100,0,2300
Kohei,Halpin,F,319,422-7783,ALGONA,IA,50511,S,Y,75000,8.98,40,0,40
Pentti,Holthofer,F,207,867-1694,STRONG,ME,4983,M,N,5000,2.2135036,0,5700,0
Siamak,Olkin,M,606,942-2319,UNIONTOWN,KY,42461,M,N,100000,6.0,0,40,0
Joe,Gotoda,M,816,463-7945,LAURIE,MO,65038,M,Y,30000,6.0,0,4200,1200
Lambert,Poston,F,435,179-8390,SALT LAKE CITY,UT,84141,S,N,90000,7.0,2475,0,0
Sharada,Wray,F,603,805-8856,PLAISTOW,NH,3865,M,Y,80000,0.0,0,0,0
Sashi,Zochling,M,308,463-5638,STRATTON,NE,69043,S,N,50000,6.84,103,0,0
Xubo,Jungen,M,787,588-7866,SAN JUAN,PR,927,S,N,60000,0.0,0,0,0
Insup,Ardis,F,848,821-2604,CARLSTADT,NJ,7072,M,Y,45000,1.7942708,0,2000,1500
Aloke,Bramson,M,207,767-6010,SUMNER,ME,4292,M,Y,100000,8.5,0,5700,2850
Tomoharu,Monkewich,M,605,831-2602,CANOVA,SD,57321,M,Y,85000,0.0,0,0,0
Tomoharu,Steffen,M,859,675-9318,PARKSVILLE,KY,40464,M,N,80000,6.0,0,40,0
Immo,Temoshenko,M,251,790-4533,RAMER,AL,36069,M,N,35000,5.0,1500,0,0
PerOlof,Johnsson,M,803,721-1665,SPARTANBURG,SC,29306,M,N,55000,7.0,0,6600,0
Jinx,Reuter,M,228,565-2812,RICHTON,MS,39476,M,Y,85000,5.0,0,12000,1500
Hidehito,Tsiligaridis,M,603,200-7341,ACWORTH,NH,3601,S,N,75000,0.0,0,0,0
Lyle,Melanson,F,262,785-8720,MADISON,WI,53725,S,N,70000,5.6626635,700,0,0
Seyit,Berend,F,757,331-2286,BASKERVILLE,VA,23915,M,N,10000,3.875,0,1800,0
Yukio,Aboulhamid,F,208,965-1836,SAINT ANTHONY,ID,83445,M,N,100000,7.8,0,6600,0
Weixiong,Klement,M,207,787-4637,ORRINGTON,ME,4474,M,Y,80000,8.5,0,5700,2850
Djenana,Ormicki,M,208,588-1040,ATLANTA,ID,83601,M,N,85000,7.8,0,6600,0
Naveen,Tomas,M,202,868-9481,WASHINGTON,DC,20414,S,N,10000,4.5,1370,0,0
Surnjani,Takano,M,541,255-5656,HAINES,OR,97833,S,N,30000,9.0,159,0,0
Donia,Sheridan,M,520,488-8206,MAMMOTH,AZ,85618,S,Y,35000,3.2575,2100,0,2300
Edson,Valadier,F,641,673-7789,FERGUSON,IA,50078,S,Y,15000,2.479763,40,0,40
Ramasamy,Lucia,M,207,439-7780,BELFAST,ME,4915,M,Y,50000,8.5,0,5700,2850
Sulekha,Grams,M,318,715-5411,SAINT LANDRY,LA,71367,M,Y,5000,2.0,0,9000,1000
Nadir,Maloney,M,412,217-8804,SOUDERTON,PA,18964,M,N,30000,3.07,0,0,0
Shimshon,Amrhein,M,302,743-4754,YORKLYN,DE,19736,S,N,30000,3.9045453,110,0,0
Yucel,Hercksen,M,505,590-2189,LAS CRUCES,NM,88013,S,N,55000,5.3,3300,0,0
Suvo,Birke,M,907,791-3906,MANLEY HOT SPRINGS,AK,99756,S,Y,90000,0.0,0,0,0
Terri,Grobel,F,224,271-9162,PEARL CITY,IL,61062,M,Y,75000,3.0,0,4000,2000
Evangelos,Sutre,M,774,906-6824,MONUMENT BEACH,MA,2553,M,N,60000,5.3,0,7150,0
Jereon,Melton,F,775,802-1138,LAS VEGAS,NV,89145,S,N,50000,0.0,0,0,0
Izak,Ludolph,F,702,185-4816,LAS VEGAS,NV,89133,M,N,85000,0.0,0,0,0
Yukiko,Labarthe,M,304,247-6944,PARKERSBURG,WV,26101,S,N,50000,5.8,2000,0,0
Kyung,Laske,F,919,961-8762,MEBANE,NC,27302,S,N,30000,6.361888,3300,0,0
Osmar,Szanser,M,801,931-2377,LAYTON,UT,84040,S,Y,75000,7.0,2475,0,2475
Kyungwol,Ruben,F,504,531-7673,NOBLE,LA,71462,S,Y,50000,6.0,4500,0,1000
Vittorio,Douligeris,F,603,315-2226,LACONIA,NH,3246,S,N,30000,0.0,0,0,0
Friedemann,Bahl,F,712,633-5426,URBANA,IA,52345,M,N,90000,8.98,0,80,0
Colm,Zeidenstein,M,270,728-8638,RICHMOND,KY,40476,S,N,70000,5.7222223,20,0,0
Shinkyu,Schittenkopf,F,417,367-5938,KANSAS CITY,MO,64144,S,N,85000,6.0,2100,0,0
Stewart,Trudel,M,202,639-2893,WASHINGTON,DC,20029,M,N,25000,7.875,0,2740,0
Wojceich,Quatrain,F,808,720-5953,PEARL CITY,HI,96782,S,N,40000,8.25,1040,0,0
Melven,Ulich,M,215,821-3483,HUNTINGDON,PA,16652,S,N,90000,3.07,0,0,0
Guglielmo,Krunz,F,801,845-6918,OGDEN,UT,84201,M,Y,40000,7.0,0,4950,2475
Maggie,Koshimizu,M,802,268-5053,EAST WALLINGFORD,VT,5742,M,N,10000,3.6,0,6600,0
Danette,Rajamony,M,912,862-4039,BRASELTON,GA,30517,S,N,30000,6.0,2700,0,0
Ashley,Burgard,M,862,812-5115,SALEM,NJ,8079,S,N,15000,1.4,1000,0,0
Adri,Noble,M,316,615-1871,TONGANOXIE,KS,66086,M,Y,95000,6.45,0,4500,2250
Evelina,Ochimizu,M,939,868-3689,CIALES,PR,638,S,N,30000,0.0,0,0,0
Kunihito,Carrington,M,401,154-4520,NEWPORT,RI,2840,S,Y,25000,0.0,0,0,0
Detmar,Standera,M,479,716-7656,GREENBRIER,AR,72058,S,Y,15000,3.773037,20,0,20
Dejan,Klefstad,F,406,257-4425,HATHAWAY,MT,59333,M,Y,10000,4.916379,0,3800,1900
Houria,Guha,M,401,735-7050,PORTSMOUTH,RI,2871,M,Y,65000,0.0,0,0,0
Nader,Dou,F,330,220-1025,NORWALK,OH,44857,M,Y,30000,1.5418718,0,2600,1300
Junsik,Gomi,M,302,675-3686,ODESSA,DE,19730,S,N,40000,4.586364,110,0,0
Magid,Ustimenko,M,330,171-8065,SALEM,OH,44460,M,Y,30000,1.5418718,0,2600,1300
Mariet,Ambroszkiewicz,M,914,497-9576,HENRIETTA,NY,14467,S,N,45000,4.2143292,0,0,0
Anderla,Honglei,F,641,335-5560,MINGO,IA,50168,S,N,50000,7.8829904,40,0,0
Cornelious,Mitsuhashi,M,620,488-6994,OVERLAND PARK,KS,66207,S,Y,50000,6.45,2250,0,2250
Jongsuk,Greenberger,M,773,303-8987,CABERY,IL,60919,M,Y,55000,3.0,0,4000,2000
Cedric,Chute,M,208,982-5646,COEUR D ALENE,ID,83814,S,Y,40000,7.8,3300,0,3300
Joakim,Mattison,F,207,832-2362,FRANKFORT,ME,4438,S,N,15000,6.9580293,2850,0,0
Mihaela,Annot,M,402,351-8261,ARAPAHOE,NE,68922,M,Y,5000,3.0217428,0,206,103
Kinji,Afsarmanesh,M,580,530-5937,ALEX,OK,73002,S,Y,25000,6.25,1000,0,1000
Shigeu,Dondis,M,202,457-9950,WASHINGTON,DC,20241,S,N,45000,9.0,1370,0,0
Arif,Kameya,F,334,224-1366,LOGAN,AL,35098,M,N,5000,5.0,1500,0,300
Kohji,Haworth,F,505,774-2849,HOLMAN,NM,87723,M,Y,85000,5.3,0,6600,3300
Darren,Hanafy,M,513,614-2636,STEWART,OH,45778,S,N,60000,2.537718,1300,0,0
Sungkil,Ruamviboonsuk,M,939,574-7776,ADJUNTAS,PR,601,M,N,20000,0.0,0,0,0
Stefaan,Foong,F,253,463-7271,LACEY,WA,98509,S,Y,70000,0.0,0,0,0
Traugot,Schlenzig,M,631,678-5213,SCIO,NY,14880,S,N,80000,4.4170732,0,0,0
Asawaree,Cannell,F,939,417-1646,SAN JUAN,PR,922,M,N,45000,0.0,0,0,0
Chanjung,MacLeod,M,901,972-5376,PETROS,TN,37845,M,N,95000,0.0,0,0,0
Orin,Anguilar,M,786,863-4164,NAPLES,FL,34119,S,N,10000,0.0,0,0,0
Troy,Nguifo,M,843,899-1334,PINELAND,SC,29934,M,Y,35000,7.0,0,6600,3300
Rajagopalan,Bacher,M,405,486-4425,ALEX,OK,73002,M,Y,35000,6.25,0,2000,1000
Athar,Verruijt,F,435,471-1183,BEAR RIVER CITY,UT,84301,M,N,20000,7.0,0,4950,0
Minkai,Kadoda,M,806,843-6281,EL PASO,TX,79910,M,Y,30000,0.0,0,0,0
Sandi,Schlenzig,M,860,970-7791,PAWCATUCK,CT,6379,M,Y,55000,5.0,0,24500,0
Thurman,Paludetto,F,203,194-2950,CANTERBURY,CT,6331,M,Y,80000,5.0,0,24500,0
Gary,Debelack,M,909,496-5947,WHITETHORN,CA,95589,S,Y,90000,9.3,87,0,272
Jeffry,Futatsugi,M,443,801-4175,LINTHICUM HEIGHTS,MD,21090,M,N,80000,4.75,0,4800,0
Inger,Schoelles,F,651,441-1461,CANNON FALLS,MN,55009,M,N,40000,6.3900213,0,6600,0
Haiming,Tummala,F,605,835-4935,OELRICHS,SD,57763,S,Y,95000,0.0,0,0,0
Khalil,Imai,M,907,276-1743,LOWER KALSKAG,AK,99626,S,N,35000,0.0,0,0,0
Rokia,Lappalainen,F,301,239-6891,OWINGS,MD,20736,S,Y,55000,4.75,2400,0,2400
Fouzia,Janocha,F,308,890-6353,LINCOLN,NE,68588,S,N,90000,6.84,103,0,0
Uzi,Murai,M,308,931-2284,BAYARD,NE,69334,M,Y,15000,4.7976766,0,206,103
Philipe,Taneja,M,412,670-7524,NEW CASTLE,PA,16108,S,Y,85000,3.07,0,0,0
Ramo,Georgatos,F,870,523-3568,VIOLET HILL,AR,72584,M,Y,25000,6.16338,0,40,20
Sangjin,Kosecka,F,928,867-1482,SAN TAN VALLEY,AZ,85143,S,Y,55000,3.5674999,2100,0,2300
Yuanyuan,Boreale,M,208,416-6848,BOISE,ID,83701,S,N,95000,7.8,3300,0,0
Barrett,Tsunakawa,M,503,833-9908,ADRIAN,OR,97901,S,N,100000,9.0,159,0,0
Zubin,Miyachi,F,503,516-6735,BEAVERTON,OR,97006,M,Y,20000,9.0,0,318,159
Maddalena,Holmback,M,845,709-3067,ALBANY,NY,12250,M,N,90000,4.475,0,0,0
Aspassia,Shimony,F,989,142-3542,UNION,MI,49130,M,Y,35000,3.9,0,6200,3100
Xiannong,Curthoys,M,402,430-1275,WAUSA,NE,68786,S,N,85000,6.84,103,0,0
Armando,Mazene,M,952,145-8408,VERMILLION,MN,55085,S,N,100000,7.85,3300,0,0
Kazutaki,Kachitvichyanukul,M,317,382-8250,MIDDLETOWN,IN,47356,S,Y,70000,3.4,1000,0,1000
Antonius,Gentner,M,603,201-6126,MANCHESTER,NH,3105,S,Y,85000,0.0,0,0,0
Salwa,Kabat,M,207,201-9404,SOUTH PORTLAND,ME,4106,S,N,95000,8.5,2850,0,0
Katarzyna,Nieuwejaar,F,501,315-3444,VILONIA,AR,72173,M,N,15000,3.773037,0,40,0
Madan,Benassi,F,603,914-3606,CENTER HARBOR,NH,3226,S,N,85000,0.0,0,0,0
Hugues,Bruma,M,304,424-7713,CUCUMBER,WV,24826,M,N,90000,6.5,0,4000,0
Hongwei,Hembry,M,939,674-2984,BAYAMON,PR,960,S,N,10000,0.0,0,0,0
Marita,Bemmerl,M,802,433-3500,WEST BURKE,VT,5871,M,N,70000,4.397808,0,6600,0
Hilary,Akaho,F,541,126-4088,FALL CREEK,OR,97438,M,Y,65000,9.0,0,318,159
Yuzheng,Luebbert,M,785,171-1623,SENECA,KS,66538,S,Y,30000,6.45,2250,0,2250
Tinghuai,Stieger,F,401,405-3390,WOOD RIVER JUNCTION,RI,2894,M,N,30000,0.0,0,0,0
Yiwan,Voisard,M,731,978-8006,KNOXVILLE,TN,37917,M,Y,75000,0.0,0,0,0
Shawna,Meriste,F,731,806-9435,BELVIDERE,TN,37306,M,N,100000,0.0,0,0,0
Bethany,Templeton,M,808,717-7891,WHEELER ARMY AIRFIELD,HI,96854,M,Y,35000,7.3486843,0,2080,1040
Tayeb,Vygen,F,678,169-5860,FLEMING,GA,31309,S,Y,65000,6.0,2700,0,3000
Chitra,Ro;dl,M,605,104-8623,COLOME,SD,57528,M,Y,75000,0.0,0,0,0
Heesung,Messing,M,913,833-3452,TOPEKA,KS,66608,M,Y,50000,6.45,0,4500,2250
LouAnn,Gove,M,774,223-1723,FORESTDALE,MA,2644,S,Y,15000,5.3,3575,0,1000
Esti,Dare,F,763,660-3792,DANVERS,MN,56231,M,Y,40000,6.3900213,0,6600,3300
Hyeokman,Dever,F,804,501-6493,VIRGINIA STATE UNIVERSITY,VA,23806,M,Y,5000,2.5357144,0,1800,900
Eamonn,Ianov,M,208,626-1135,ISLAND PARK,ID,83429,S,N,35000,7.8,3300,0,0
Chenming,Lokketangen,F,540,526-4844,MARIONVILLE,VA,23408,M,N,100000,5.75,0,1800,0
Pericles,Myers,F,973,518-4297,MIDDLEVILLE,NJ,7855,M,N,45000,1.7942708,0,2000,0
Miloslav,Toledo,M,971,246-4127,TOLEDO,OR,97391,M,N,65000,9.0,0,318,0
Toshimori,Chung,F,321,634-2225,JACKSONVILLE,FL,32226,M,N,20000,0.0,0,0,0
Jaroslaw,Evett,M,316,470-6233,HOYT,KS,66440,M,N,10000,3.5,0,4500,0
Ruchir,Leufke,F,251,605-6097,BIRMINGHAM,AL,35283,M,N,20000,5.0,0,3000,0
Yanchun,Klawonn,F,703,332-1828,THORNBURG,VA,22565,M,N,95000,5.75,0,1800,0
Chiemi,Quiros,M,260,309-6821,KOLEEN,IN,47439,M,N,50000,3.4,0,2000,0
Bina,Lomnicki,F,308,317-8190,HERSHEY,NE,69143,S,Y,35000,6.84,103,0,103
Simone,Bodla,F,406,373-7050,STOCKETT,MT,59480,M,Y,30000,6.9,0,3800,1900
Kilin,Furegati,M,860,923-4476,HARTFORD,CT,6105,S,Y,20000,5.0,12750,0,0
Aamer,Dilger,F,401,308-2105,LITTLE COMPTON,RI,2837,S,Y,10000,0.0,0,0,0
Abdelkader,Marquardt,M,727,583-3736,OCALA,FL,34475,S,Y,5000,0.0,0,0,0
Shelton,Ponighaus,F,715,834-4317,GREEN BAY,WI,54308,M,N,20000,4.7939067,0,1400,0
Guozhong,Merel,F,303,470-4817,CONEJOS,CO,81129,S,N,25000,4.63,0,0,0
Valmir,Martschew,M,907,495-3937,DILLINGHAM,AK,99576,S,N,85000,0.0,0,0,0
Giuseppa,Angot,F,507,140-8892,LAKE CRYSTAL,MN,56055,S,Y,5000,5.35,3300,0,3300
Shiquan,Oshisanwo,F,907,639-3239,STERLING,AK,99672,S,N,95000,0.0,0,0,0
Mats,Rama,M,907,126-7848,ANCHORAGE,AK-*,99510,S,Y,30000,0.0,0,0,0
Heekuck,Babai,M,520,100-3158,BLUE GAP,AZ,86520,S,N,45000,3.4125,2100,0,0
Giacinto,Biscondi,M,509,820-7711,SPOKANE,WA,99216,M,N,45000,0.0,0,0,0
Abdelmajid,Rahman,M,208,417-7349,BOISE,ID,83702,S,Y,100000,7.8,3300,0,3300
Ravishankar,Schwandt,M,302,603-4684,VIOLA,DE,19979,S,N,15000,2.8818183,110,0,0
Manindra,Beaucoudrey,M,401,265-3424,COVENTRY,RI,2816,S,N,35000,0.0,0,0,0
Simukai,Fauth,F,662,978-6690,ENID,MS,38927,M,Y,90000,5.0,0,12000,1500
Motoyasu,Paetzold,F,914,929-2024,COCHECTON,NY,12726,M,Y,75000,4.3881097,0,0,1000
Adenauer,Broos,F,307,588-9510,ARMINTO,WY,82630,M,N,90000,0.0,0,0,0
Francesca,Pierro,F,228,118-3761,COILA,MS,38923,S,N,50000,5.0,6000,0,0
Curtis,Serlin,F,915,300-9346,EL PASO,TX,88544,S,N,30000,0.0,0,0,0
Farrokh,Dewar,F,580,615-3283,KREMLIN,OK,73753,M,N,5000,3.0555556,0,2000,0
Sadahiro,Punnekkat,F,308,320-7289,MARTELL,NE,68404,M,Y,85000,6.84,0,206,103
Manju,Sleeman,M,920,651-8839,LOMIRA,WI,53048,S,N,50000,5.3151608,700,0,0
Corrado,Yanker,F,225,438-2276,METAIRIE,LA,70033,S,N,75000,6.0,4500,0,0
Palle,Pauthner,M,606,880-2968,ROWDY,KY,41367,M,Y,50000,4.611111,0,40,20
Forman,Corneil,F,229,456-2059,AUGUSTA,GA,30911,M,Y,75000,6.0,0,5400,3000
Jian,Straser,M,706,481-2605,ATLANTA,GA,31119,M,N,100000,6.0,0,5400,0
Jayavel,Hancart,F,971,222-8964,PORTLAND,OR,97283,S,N,40000,9.0,159,0,0
Savi,Apperley,F,870,825-4990,FAIRFIELD BAY,AR,72088,S,Y,40000,7.0,20,0,20
Jahangir,Yagi,M,240,513-3532,WOODSTOCK,MD,21163,S,N,15000,4.75,2400,0,0
Juliet,Kourie,F,219,824-5909,LEO,IN,46765,M,Y,75000,3.4,0,2000,1000
Aram,Yemeni,F,240,910-3570,STEVENSON,MD,21153,S,Y,65000,4.75,2400,0,2400
Syuichi,Fasching,M,262,703-1296,WALES,WI,53183,S,Y,35000,5.0545335,700,0,400
Anirvan,Komosinski,M,939,245-6203,SAN JUAN,PR,915,M,N,60000,0.0,0,0,0
Zalman,Suwa,M,843,258-6352,COLUMBIA,SC,29225,S,Y,15000,7.0,3300,0,3300
Goetz,Bouaziz,M,508,757-8713,MANOMET,MA,2345,S,N,40000,5.3,3575,0,0
Dongdai,Bayarri,F,808,777-5037,HONOLULU,HI,96838,S,Y,40000,8.25,1040,0,1040
Deven,Bullock,F,516,582-9177,LODI,NY,14860,M,N,50000,4.243293,0,0,0
Teru,Bergevin,M,985,989-2576,BATON ROUGE,LA,70873,M,Y,70000,6.0,0,9000,1000
Rondall,Amlani,F,775,299-6237,DENIO,NV,89404,S,Y,20000,0.0,0,0,0
Changho,Attimonelli,F,520,683-4402,ELFRIDA,AZ,85610,S,Y,65000,3.7224998,2100,0,2300
Tsvi,Hammerschmidt,M,843,788-3997,COLUMBIA,SC,29216,M,N,75000,7.0,0,6600,0
Toshihide,Schedl,M,612,183-4932,PONEMAH,MN,56666,M,Y,50000,6.9236393,0,6600,3300
Xuemin,Schueller,F,907,674-9418,WASILLA,AK,99623,S,N,50000,0.0,0,0,0
Lobel,Kumano,M,217,522-7026,LINCOLNS NEW SALEM,IL,62659,M,Y,100000,3.0,0,4000,2000
Natraj,Beierle,M,216,830-8395,NEW STRAITSVILLE,OH,43766,M,N,80000,3.2016153,0,2600,0
Sadali,McDermid,M,405,632-1597,GUTHRIE,OK,73044,M,N,55000,6.25,0,2000,0
Boping,Ullmann,F,505,772-3295,SAINT VRAIN,NM,88133,S,N,80000,5.3,3300,0,0
Xiaorong,Costilla,F,701,828-7548,BALFOUR,ND,58712,M,Y,45000,2.2773614,0,6600,3300
Lenny,Kalloufi,M,701,695-1408,ROLLA,ND,58367,M,N,55000,2.3932838,0,6600,0
Yihong,Derstine,F,863,729-4569,HOLIDAY,FL,34690,M,Y,50000,0.0,0,0,0
Leif,Loevenich,M,605,895-4456,FRANKFORT,SD,57440,M,Y,65000,0.0,0,0,0
Toshihito,Bihari,M,925,862-6230,DOYLE,CA,96109,S,Y,65000,9.3,87,0,272
Martial,Schwiegelshohn,M,505,610-6701,ALBUQUERQUE,NM,87199,M,Y,95000,5.3,0,6600,3300
Rephael,Donald,F,939,839-7584,SAN ANTONIO,PR,690,S,Y,85000,0.0,0,0,0
Luitpold,Hofman,M,910,905-2744,NEWTON,NC,28658,M,N,85000,7.515734,0,6600,0
Adel,Orcutt,F,260,405-7026,NEW CARLISLE,IN,46552,M,Y,50000,3.4,0,2000,1000
Norio,Schuning,F,703,405-2441,SANDSTON,VA,23150,S,Y,80000,5.75,900,0,900
Trebor,Corte,F,507,935-8278,GLYNDON,MN,56547,S,N,60000,7.4572573,3300,0,0
Mounia,Siepmann,F,763,879-3017,SARGEANT,MN,55973,M,N,75000,7.85,0,6600,0
Amarnath,Papadias,M,947,493-9642,WEST BLOOMFIELD,MI,48322,M,Y,30000,3.9,0,6200,3100
Chris,Gool,M,205,163-9556,MUSCADINE,AL,36269,M,N,35000,5.0,0,3000,300
Xuding,Salmen,F,202,972-9516,WASHINGTON,DC,20579,S,Y,10000,4.5,1370,0,1370
Sailesh,Skansholm,F,541,999-9384,SALEM,OR,97311,S,N,65000,9.0,159,0,0
Uno,Marrakchi,M,516,607-6730,LYONS,NY,14489,S,N,30000,4.127439,0,0,0
Kyosun,Abuhamdeh,F,947,139-9668,UTICA,MI,48316,M,Y,75000,3.9,0,6200,3100
Chumki,Cesareni,F,302,499-2743,WILMINGTON,DE,19803,M,N,40000,4.586364,0,220,0
Yakichi,Printista,F,763,813-5986,MINNEAPOLIS,MN,55443,M,N,10000,5.35,0,6600,0
Jerrell,Malaveta,M,603,442-5176,WESTMORELAND,NH,3467,M,N,25000,0.0,0,0,0
Russ,Rivero,M,808,123-5607,HONOMU,HI,96728,M,N,30000,6.447368,0,2080,0
Mikio,Zwicker,M,603,363-7254,ROCHESTER,NH,3839,S,N,15000,0.0,0,0,0
Traugot,Andrzejak,M,939,448-8004,GURABO,PR,778,M,N,80000,0.0,0,0,0
Katsumasa,Skillicorn,F,732,312-3040,BARNEGAT LIGHT,NJ,8006,M,Y,85000,2.4251041,0,2000,1500
Roseane,Dahlhaus,M,956,422-7990,CEDAR PARK,TX,78630,M,Y,40000,0.0,0,0,0
Tingfang,Messing,M,203,792-2039,HARTFORD,CT,6102,S,Y,90000,5.0,12750,0,0
Calogero,Niinomi,F,918,799-1533,FAIRMONT,OK,73736,S,N,15000,6.25,1000,0,0
Pesech,Schormann,F,701,371-4182,KENSAL,ND,58455,M,Y,85000,2.7410512,0,6600,3300
Carl,Sulack,M,208,827-2002,BOVILL,ID,83806,S,Y,20000,6.948391,3300,0,3300
Jingzhong,Falgout,M,256,208-1650,BIRMINGHAM,AL,35231,M,N,60000,5.0,1500,0,300
Vassilka,Pils,F,563,543-8275,LINN GROVE,IA,51033,M,Y,45000,7.111101,0,80,40
Xiaoqiu,Isbell,M,580,469-1475,LEHIGH,OK,74556,M,Y,60000,6.25,0,2000,1000
Ladan,Cheiney,F,307,718-1039,LARAMIE,WY,82071,S,Y,90000,0.0,0,0,0
